Interessado;UF;Regioes;Tipo Interesse;Tipo Operação;Finalidade;Tipo Credor;Credor;Moeda;Valor;N Processo;Status;Data;Analisado
Salto;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo;Real;21.000.000,00;17944.101518/2022-26;Deferido;19/05/2022;STN
Salto da Divisa;MG;Sudeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;429.760,00;17944.002045/2011-22;Deferido;05/04/2012;STN
Salto de Pirapora;SP;Sudeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;507.000,00;17944.000689/2008-81;Deferido;29/07/2008;STN
Salto de Pirapora;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;10.000.000,00;17944.103864/2021-68;Deferido;10/11/2021;STN
Salto de Pirapora;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;13.000.000,00;17944.102567/2022-86;Em análise;14/09/2022;STN
Salto do Céu;MT;Centro Oeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;492.800,00;17944.000715/2010-95;Arquivado por decurso de prazo;18/06/2012;STN
Salto do Itararé;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;1.000.000,00;PVL02.005121/2021-61;Deferido (PVL-IF);06/12/2021;Instituição Financeira
Salto do Jacuí;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;1.000.000,00;00000.000000/0072-19;Devolvido;25/08/2011;STN
Salto do Jacuí;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;1.000.000,00;17944.001488/2011-04;Deferido;30/04/2012;STN
Salto do Jacuí;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;500.000,00;19406.000316/2004-07;Deferido;30/06/2004;STN
Salto do Jacuí;RS;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;228.000,00;19406.000386/2008-81;Indeferido;28/04/2008;STN
Salto do Jacuí;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;4.420.000,00;PVL02.007710/2019-69;Deferido (PVL-IF);05/11/2019;Instituição Financeira
Salto do Lontra;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;2.000.000,00;00000.000000/0092-77;Devolvido;05/08/2013;STN
Salto do Lontra;PR;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;228.000,00;17944.000727/2008-03;Deferido;30/05/2008;STN
Salto do Lontra;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;2.000.000,00;17944.000840/2013-48;Deferido;11/09/2013;STN
Salto do Lontra;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;970.000,00;19406.000012/2005-12;Deferido;09/06/2005;STN
Salto do Lontra;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;800.000,00;19406.000050/2006-56;Deferido;28/03/2006;STN
Salto do Lontra;PR;Sul;Município;Operação Contratual Interna;Saúde;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;150.000,00;19406.000494/2007-72;Deferido;21/12/2007;STN
Salto do Lontra;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;2.340.000,00;17944.000585/2015-03;Deferido;30/07/2015;STN
Salto do Lontra;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;1.150.000,00;PVL02.008782/2019-23;Deferido (PVL-IF);27/05/2020;Instituição Financeira
Salto Grande;SP;Sudeste;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo;Real;1.500.000,00;17944.000835/2017-69;Deferido;05/10/2017;STN
Salto Veloso;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;1.200.000,00;00000.000000/0071-07;Devolvido;10/08/2011;STN
Salto Veloso;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;1.200.000,00;17944.001697/2011-40;Deferido;16/04/2012;STN
Salto Veloso;SC;Sul;Município;Operação Contratual Interna (com garantia da União);Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;1.650.000,00;17944.101863/2020-06;Arquivado a pedido;12/08/2020;STN
Salto Veloso;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;1.650.000,00;PVL02.001501/2020-45;Deferido (PVL-IF);13/08/2020;Instituição Financeira
Salvador;BA;Nordeste;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A;Real;9.856.196,00;19407.000015/2003-84;Deferido;18/12/2003;STN
Salvador;BA;Nordeste;Município;Operação Contratual Externa (com garantia da União);Turismo;Instituição Financeira Internacional;Banco Interamericano de Desenvolvimento;Dólar dos EUA;52.512.340,00;17944.000235/2016-10;Encaminhado à PGFN com manifestação técnica favorável;02/05/2017;STN
Salvador;BA;Nordeste;Município;Operação Contratual Externa (com garantia da União);Saneamento básico;Instituição Financeira Internacional;Banco Interamericano de Desenvolvimento;Dólar dos EUA;67.500.000,00;17944.000632/2017-72;Encaminhado à PGFN com manifestação técnica favorável;02/04/2018;STN
Salvador;BA;Nordeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;75.000.000,00;17944.102830/2017-70;Deferido;22/12/2017;STN
Salvador;BA;Nordeste;Município;Operação Contratual Interna (com garantia da União);Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;104.100.000,00;17944.104129/2019-57;Encaminhado à PGFN com manifestação técnica favorável;19/11/2019;STN
Salvador;BA;Nordeste;Município;Operação Contratual Interna (com garantia da União);Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;100.000.000,00;17944.100521/2022-22;Encaminhado à PGFN com manifestação técnica favorável;10/05/2022;STN
Salvador das Missões;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;700.000,00;17944.001175/2014-91;Deferido;13/08/2014;STN
Salvador do Sul;RS;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;393.000,00;17944.001388/2013-31;Arquivado por decurso de prazo;30/05/2014;STN
Salvador do Sul;RS;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;413.450,00;19406.000030/2009-28;Arquivado;18/03/2009;STN
Salvador do Sul;RS;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;447.350,00;19406.000127/2009-31;Deferido;13/11/2009;STN
Salvador do Sul;RS;Sul;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;361.431,00;19406.000130/2007-92;Deferido;15/06/2007;STN
Salvador do Sul;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;500.000,00;19406.000549/2007-44;Deferido;21/12/2007;STN
Salvador do Sul;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;700.000,00;17944.000884/2016-11;Arquivado por decurso de prazo;13/02/2017;STN
Salvador do Sul;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;1.363.000,00;PVL02.002282/2019-88;Deferido (PVL-IF);09/08/2019;Instituição Financeira
Salvador do Sul;RS;Sul;Município;Operação Contratual Interna (com garantia da União);Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;1.620.225,00;17944.103617/2019-47;Encaminhado à PGFN com manifestação técnica favorável;11/06/2020;STN
Sananduva;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;1.000.000,00;19406.000466/2010-51;Deferido;04/05/2011;STN
Sananduva;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;1.000.000,00;17944.000760/2016-35;Deferido;29/06/2016;STN
Sananduva;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;2.000.000,00;PVL02.001183/2018-06;Deferido (PVL-IF);29/06/2018;Instituição Financeira
Sandolândia;TO;Norte;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;241.580,00;17944.000265/2008-16;Arquivado;14/05/2008;STN
Sandolândia;TO;Norte;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;4.990.000,00;PVL02.005202/2021-61;Deferido (PVL-IF);22/12/2021;Instituição Financeira
Sandovalina;SP;Sudeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;241.580,00;17944.000064/2008-19;Arquivado;07/05/2008;STN
Sangão;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;2.090.000,00;17944.002075/2011-39;Deferido;16/02/2012;STN
Sangão;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;470.000,00;19406.000068/2004-96;Deferido;23/03/2004;STN
Sangão;SC;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Caixa Econômica Federal;Real;511.550,00;19406.000227/2009-67;Deferido;11/12/2009;STN
Sangão;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;700.000,00;19406.000586/2007-52;Deferido;15/01/2008;STN
Sangão;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;1.977.771,22;17944.001229/2015-07;Arquivado a pedido;26/04/2016;STN
Sangão;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;2.306.360,08;17944.000393/2016-70;Deferido;15/04/2016;STN
Sangão;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;5.000.000,00;PVL02.001551/2021-11;Deferido (PVL-IF);30/07/2021;Instituição Financeira
Santa Amélia;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;1.390.000,00;17944.002005/2013-42;Deferido;14/01/2014;STN
Santa Amélia;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;665.000,00;19406.000246/2008-11;Deferido;26/03/2008;STN
Santa Bárbara;MG;Sudeste;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;3.000.000,00;17944.000874/2013-32;Deferido;03/12/2013;STN
Santa Bárbara;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;2.000.000,00;17944.001454/2010-21;Arquivado por decurso de prazo;16/11/2012;STN
Santa Bárbara;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;3.303.340,79;17944.000481/2017-52;Deferido;29/06/2017;STN
Santa Bárbara;BA;Nordeste;Município;Operação Contratual Interna (com garantia da União);Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;7.500.000,00;17944.101822/2022-73;Processo pendente de distribuição;14/09/2022;STN
Santa Bárbara do Leste;MG;Sudeste;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;450.000,00;17944.102609/2017-11;Deferido;11/12/2017;STN
Santa Bárbara do Monte Verde;MG;Sudeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;213.000,00;17944.000867/2010-98;Deferido;10/11/2010;STN
Santa Bárbara do Monte Verde;MG;Sudeste;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;699.997,00;PVL02.002471/2021-75;Deferido (PVL-IF);20/09/2021;Instituição Financeira
Santa Bárbara do Sul;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;700.000,00;17944.000414/2014-95;Deferido;07/04/2014;STN
Santa Bárbara do Sul;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;500.000,00;19406.000066/2006-69;Deferido;17/05/2006;STN
Santa Bárbara do Sul;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul;Real;200.000,00;19406.000160/2006-18;Deferido;30/05/2006;STN
Santa Bárbara do Sul;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul;Real;200.000,00;19406.000231/2010-69;Deferido;30/07/2010;STN
Santa Bárbara do Sul;RS;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul;Real;253.500,00;19406.000323/2008-24;Arquivado;31/03/2009;STN
Santa Bárbara do Sul;RS;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;274.300,00;19406.000422/2010-21;Deferido;19/11/2010;STN
Santa Bárbara do Sul;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;1.000.000,00;17944.101257/2017-87;Deferido;03/11/2017;STN
Santa Bárbara do Sul;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;5.000.000,00;PVL02.007218/2022-99;Deferido (PVL-IF);30/08/2022;Instituição Financeira
Santa Bárbara d'Oeste;SP;Sudeste;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Caixa Econômica Federal;Real;28.800.000,00;00000.000000/0052-72;Devolvido;20/01/2010;STN
Santa Bárbara d'Oeste;SP;Sudeste;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Caixa Econômica Federal;Real;28.800.000,00;17944.000154/2010-24;Deferido;13/05/2010;STN
Santa Bárbara d'Oeste;SP;Sudeste;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Caixa Econômica Federal;Real;8.640.000,00;17944.000376/2006-61;Deferido;05/04/2006;STN
Santa Bárbara d'Oeste;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco Nossa Caixa S/A;Real;3.000.000,00;17944.000407/2010-60;Deferido;13/05/2010;STN
Santa Bárbara d'Oeste;SP;Sudeste;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Caixa Econômica Federal;Real;11.202.857,30;17944.000750/2004-66;Deferido;31/03/2005;STN
Santa Bárbara d'Oeste;SP;Sudeste;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Caixa Econômica Federal;Real;11.202.857,30;17944.000924/2003-18;Arquivado;29/09/2003;STN
Santa Bárbara d'Oeste;SP;Sudeste;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Caixa Econômica Federal;Real;10.000.000,00;17944.001014/2008-59;Deferido;02/09/2008;STN
Santa Bárbara d'Oeste;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;5.000.000,00;17944.104053/2017-06;Arquivado por decurso de prazo;14/08/2018;STN
Santa Bárbara d'Oeste;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;5.000.000,00;PVL02.002431/2018-28;Deferido (PVL-IF);24/10/2018;Instituição Financeira
Santa Bárbara d'Oeste;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;3.000.000,00;PVL02.002690/2019-30;Deferido (PVL-IF);29/08/2019;Instituição Financeira
Santa Bárbara d'Oeste;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco do Brasil S/A;Real;25.000.000,00;17944.102014/2021-42;Deferido;29/06/2021;STN
Santa Bárbara d'Oeste;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo;Real;5.000.000,00;PVL02.006122/2022-11;Deferido (PVL-IF);23/06/2022;Instituição Financeira
Santa Bárbara d'Oeste;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;15.000.000,00;17944.102291/2022-36;Deferido;20/06/2022;STN
Santa Carmem;MT;Centro Oeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;228.000,00;17944.000810/2008-74;Deferido;21/05/2008;STN
Santa Catarina;SC;Sul;Estado;Operação Contratual Externa (com garantia da União);Infraestrutura;Instituição Financeira Internacional;Banco Interamericano de Desenvolvimento;Dólar dos EUA;150.000.000,00;10951.001361/2001-77;Encaminhado à PGFN com manifestação técnica favorável;25/04/2002;STN
Santa Catarina;SC;Sul;Estado;Operação Contratual Interna (com garantia da União);Infraestrutura;Instituição Financeira Nacional;Banco do Brasil S/A;Real;1.056.400.000,00;17944.000233/2013-88;Encaminhado à PGFN com manifestação técnica favorável;02/05/2014;STN
Santa Catarina;SC;Sul;Estado;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco Nacional de Desenvolvimento Econômico e Social;Real;40.000.000,00;17944.000286/2011-37;Deferido;25/10/2011;STN
Santa Catarina;SC;Sul;Estado;Operação Contratual Externa (com garantia da União);Infraestrutura;Instituição Financeira Internacional;Banco Interamericano de Desenvolvimento;Dólar dos EUA;250.000.000,00;17944.001133/2012-98;Encaminhado à PGFN com manifestação técnica favorável;03/01/2013;STN
Santa Catarina;SC;Sul;Estado;Operação Contratual Externa (com garantia da União);Saúde;Instituição Financeira Internacional;MLW Intermed Handels - und Consultinggesellschaft für Erzeugnisse und Ausrüstungen des Gesundheits - und Bildungswesens GmbH;Euro;17.578.000,00;17944.001263/2009-25;Arquivado;24/01/2011;STN
Santa Catarina;SC;Sul;Estado;Operação Contratual Externa (com garantia da União);Infraestrutura;Instituição Financeira Internacional;Corporação Andina de Fomento;Dólar dos EUA;55.000.000,00;17944.001335/2012-30;Encaminhado à PGFN com manifestação técnica favorável;08/05/2014;STN
Santa Catarina;SC;Sul;Estado;Operação Contratual Interna (com garantia da União);Infraestrutura;Instituição Financeira Nacional;Banco Nacional de Desenvolvimento Econômico e Social;Real;3.000.000.000,00;17944.001465/2012-72;Encaminhado à PGFN com manifestação técnica favorável;28/03/2013;STN
Santa Catarina;SC;Sul;Estado;Operação Contratual Interna (com garantia da União);Infraestrutura;Instituição Financeira Nacional;Banco do Brasil S/A;Real;2.000.000.000,00;17944.001640/2013-11;Encaminhado à PGFN com manifestação técnica favorável;10/03/2014;STN
Santa Catarina;SC;Sul;Estado;Operação Contratual Externa (com garantia da União);Infraestrutura;Instituição Financeira Internacional;Banco Interamericano de Desenvolvimento;Dólar dos EUA;50.000.000,00;17944.002153/2008-08;Encaminhado à PGFN com manifestação técnica favorável;17/07/2009;STN
Santa Catarina;SC;Sul;Estado;Operação Contratual Externa (com garantia da União);Infraestrutura;Instituição Financeira Internacional;Corporação Andina de Fomento;Dólar dos EUA;32.558.000,00;19406.000203/2008-27;Encaminhado à PGFN com manifestação técnica favorável;11/05/2010;STN
Santa Catarina;SC;Sul;Estado;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco Nacional de Desenvolvimento Econômico e Social;Real;65.768.000,00;17944.107125/2018-40;Arquivado a pedido;11/10/2018;STN
Santa Catarina;SC;Sul;Estado;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco Nacional de Desenvolvimento Econômico e Social;Real;25.177.743,86;17944.107791/2018-88;Arquivado a pedido;11/10/2018;STN
Santa Catarina;SC;Sul;Estado;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco Nacional de Desenvolvimento Econômico e Social;Real;40.000.000,00;17944.107790/2018-33;Arquivado a pedido;11/10/2018;STN
Santa Catarina;SC;Sul;Estado;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco Nacional de Desenvolvimento Econômico e Social;Real;25.000.000,00;17944.107823/2018-45;Arquivado a pedido;11/10/2018;STN
Santa Catarina;SC;Sul;Estado;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco Nacional de Desenvolvimento Econômico e Social;Real;25.177.743,86;17944.102407/2019-31;Deferido;30/08/2019;STN
Santa Catarina;SC;Sul;Estado;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco Nacional de Desenvolvimento Econômico e Social;Real;382.361.179,20;17944.104252/2021-92;Deferido;16/12/2021;STN
Santa Cecília;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;450.000,00;00000.000000/0066-43;Devolvido;29/03/2011;STN
Santa Cecília;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;450.000,00;17944.000540/2011-05;Deferido;27/06/2011;STN
Santa Cecília;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;600.000,00;17944.001051/2011-62;Deferido;08/09/2011;STN
Santa Cecília;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;2.799.000,00;17944.001695/2011-51;Deferido;10/11/2011;STN
Santa Cecília;SC;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;345.400,00;19406.000047/2008-02;Deferido;15/05/2008;STN
Santa Cecília;SC;Sul;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;800.000,00;19406.000181/2004-71;Deferido;25/05/2004;STN
Santa Cecília;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;1.700.000,00;19406.000418/2007-67;Deferido;13/11/2007;STN
Santa Cecília;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;540.445,90;19406.000515/2008-31;Deferido;10/06/2008;STN
Santa Cecília;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco Regional de Desenvolvimento do Extremo Sul;Real;2.000.000,00;17944.000506/2016-37;Deferido;14/09/2016;STN
Santa Cecília;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;1.000.000,00;17944.000803/2016-82;Arquivado por decurso de prazo;03/11/2016;STN
Santa Cecília;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;2.000.000,00;PVL02.001093/2018-15;Deferido (PVL-IF);22/06/2018;Instituição Financeira
Santa Cecília;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;2.000.000,00;PVL02.002643/2019-96;Deferido (PVL-IF);01/10/2019;Instituição Financeira
Santa Cecília do Sul;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;130.000,00;19406.000226/2004-16;Deferido;21/06/2004;STN
Santa Cecília do Sul;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul;Real;130.000,00;19406.000238/2006-02;Deferido;07/06/2006;STN
Santa Cecília do Sul;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;1.176.000,00;PVL02.001961/2018-59;Deferido (PVL-IF);25/09/2018;Instituição Financeira
Santa Clara do Sul;RS;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Caixa Econômica Federal;Real;299.450,00;19406.000004/2009-08;Arquivado;16/03/2009;STN
Santa Clara do Sul;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco do Brasil S/A;Real;4.200.000,00;PVL02.001143/2021-51;Deferido (PVL-IF);22/07/2021;Instituição Financeira
Santa Cruz;RN;Nordeste;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Caixa Econômica Federal;Real;2.062.681,50;19407.000056/2006-13;Arquivado;23/10/2006;STN
Santa Cruz da Baixa Verde;PE;Nordeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco do Brasil S/A;Real;1.050.000,00;PVL02.003662/2021-54;Deferido (PVL-IF);27/12/2021;Instituição Financeira
Santa Cruz das Palmeiras;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo;Real;500.000,00;00000.000000/0063-05;Devolvido;25/11/2010;STN
Santa Cruz de Goiás;GO;Centro Oeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Caixa Econômica Federal;Real;300.000,00;17944.000205/2008-01;Arquivado;13/05/2008;STN
Santa Cruz de Minas;MG;Sudeste;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.400.000,00;17944.102381/2017-60;Deferido;04/12/2017;STN
